										
										
		SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE
		STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST
		To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au
				DATE:	21.02.25					
				Please note: Prices are subject to change without notice.						
		SAW #	DESCRIPTION	STOCKIST PRICE EX GST	MU	GP	RRP INC GST	BARCODE	2020 CATALOGUE PAGE NO.	NOTES
		49902	Bait board mounting legs 304G SS flange 41mm OD x 495mm - pair	167.309090909091	0.4499565311888706	75.28181818181798	266.8499999999999	9330420127843	195, 196	
		49903	Bait board leg mounting brackets 304G SS suit poly board - pair	26.9	0.4498141263940521	12.100000000000001	42.900000000000006	9330420176629		
		49904	Bait board Relaxn SS frame with 2 rod holders and poly board	329.336363636364	0.4999861981395077	164.66363636363604	543.4000000000001	9330420131444	196	
		49906	Bait board poly replacement only suit 49900, 49904 & 49908	60.1	0.44985630010588346	27.036363636363596	95.84999999999997	9330420131345	196	
		49907	Bait board drain white plastic with thread, nut & tail suit 3/8 ID	12.1	0.4988730277986448	6.0363636363636015	19.949999999999964	9330420151343	195, 196	
		49908	Bait board deluxe SS frame incl rod & drink holders, legs & sockets	540.090909090909	0.400016832183135	216.04545454545496	831.7500000000005	9330420157413	195	
		49908-4	Bait board deluxe SS frame incl legs & sockets - pack of 4	2040.255	0.40000325271284226	816.10863636364	3142.0000000000045	9330420228588		
		49910	Burley bucket 316G SS through deck mount 125mm OD x 490mm	157.7	0.45010664668242234	70.981818181818	251.5499999999998	9330420127973	212	
		49911	Bait board moulded plastic with twin adjustable rod holder mount	145.76	0.3998727671889064	58.285454545454996	224.4500000000005	9330420172997	193	
		49912	Bait fillet table with rail clamp suit 25-32mm OD	124.05248415	0.4506323407191924	55.902061304545015	197.94999999999953	9330420147506	193	
		49918	Rod holder G304 SS Relaxn outrigger with 392 x 38mm support tube	56.7	0.45021645021644974	25.527272727272702	90.44999999999999	9330420149609	215	
		49922	Rod holder G304 SS holds 4 rods	123.88	0.49998532303989357	61.93818181818202	204.40000000000023	9330420149623	205	
		49924	Burley chomper stainless steel	40.8	0.40262923351158586	16.4272727272727	62.949999999999974	9330420005042	212	
		49925	Rod holder G316 SS flared & tapered rocket launcher mount weld- on	27.8394160275	0.5004886320698633	13.933311245227301	45.95000000000004	9330420154689	209	
		49925-40	Rod holder G316 SS flared & tapered rocket launch weld on - pack of 40	996.3580473	0.4500081337650577	448.36922542727007	1589.199999999997	9330420197518	209	
		49926	Rod holder black PVC insert to suit 49925	3.81818181818182	0.5	1.90909090909091	6.300000000000003	9330420173697	212	
		49928	Rod holder alloy flared & tapered rocket launcher mount weld- on	21.6636363636364	0.5002098195551801	10.8363636363636	35.75	9330420157246	209	
		49928-40	Rod holder alloy flared & tapered rocket launch weld on - pack of 40	779.754545454545	0.44999009012159635	350.8818181818151	1243.6999999999962	9330420197525	209	
		49930	Rod holder alloy polished bimini mount 25mm OD with gimble pin	24.613588125	0.44967966476924226	11.068230056818201	39.25000000000002	9330420177596	206	
		49930-25	Rod holder alloy polished bimini mount 25mm OD - pack of 25	542.954545454545	0.4000000000000017	217.18181818181893	836.1500000000004	9330420199116	206	
		49940	Rod holder anodised alloy Relaxn side mount holds 4 rods	178.5	0.4499618029029803	80.31818181818198	284.7000000000002	9330420168570	205	
		49947	DECK MOUNT SOCKET AND LEG SET SUITS 49915	58	0.5979623824451414	34.6818181818182	101.95000000000003	9330420182781	196	
		49960	Multi system Ball Mount suits 49962	25.8636363636364	0.45694200351493724	11.818181818181802	41.450000000000024	9330420207293	194, 196	
		49962	MULTI SYSTEM ROD HOLDER SWIVEL MOUNT WITHOUT BALL	87.4363636363636	0.44988563110833607	39.3363636363634	139.4499999999997	9330420181203	194, 196	
		49963	RIGGING STATION 2 PLANO BOXES INC. SPOOL DISPENSER, SUCTION	230.1	0.4497649243411952	103.49090909090901	366.94999999999993	9330420181210	194	
		49972	Rod holder 304G SS slimline 20° flush mount	28.3090909090909	0.4499036608863185	12.736363636363595	45.14999999999995	9330420121520	207	
		49979	Rod holder / bait board socket 304G SS slimline straight flush mount	28.3090909090909	0.4499036608863185	12.736363636363595	45.14999999999995	9330420121537	195, 196, 207	
		50003	Horn Trem air with cannister	23.7636363636364	0.4498852333588368	10.690909090909102	37.900000000000055	9330420091786	718	
		50003-6	Horn Trem air with cannister - pack of 6	134.64	0.4499945983903225	60.58727272727302	214.7500000000003	9330420214246		
		50004	Horn refill cannister only suit Trem air	11.8818181818182	0.4498852333588326	5.345454545454501	18.949999999999974	9330420091793	718	
		50005	Horn mounting bracket only suit Trem air with cannister	11	0.5	5.5	18.150000000000002	9330420118148	718, 719	
		50007	Horn replacement trumpet only suit Trem air cannister	13.2	0.5013774104683182	6.6181818181817995	21.79999999999998	9330420137316	718	
		50008	Bailer plastic large	11.4	0.4992025518341316	5.6909090909091	18.80000000000001	9330420091861	713	
		50010	Tape sail repair ripstop nylon 50mm x 7m blue	16.5272727272727	0.4493949394939546	7.4272727272728005	26.35000000000005	9330420012439	712, 760	
		500100GX	Impeller CEF 8-0806B	21.5	0.5010570824524326	10.772727272727302	35.500000000000036	9330420010558	568, 574, 575, 576, 580, 581, 583, 584, 587, 588	
		500101GX	Impeller CEF 08-0810B	22.6	0.5004022526146414	11.309090909090898	37.29999999999999	9330420010565	574, 575, 576, 583, 588	
		500102T	Impeller CEF neoprene key drive 65.0 x 50.2 x 15.9mm	45.3	0.5001003411599448	22.6545454545455	74.75000000000006	9330420010572	570, 574, 580, 584, 588	
		500103GT	Impeller CEF Onan / Jabsco	44.1	0.49969078540507017	22.036363636363596	72.74999999999996	9330420010589	569, 570, 574, 580, 581, 584, 588	
		500104T	Impeller CEF OEM 22120-0001	61.3	0.5000741509713769	30.6545454545454	101.14999999999995	9330420148084	574, 588	
		500105GT	Impeller CEF 09-1029B	74.6	0.5001218620521584	37.30909090909101	123.10000000000012	9330420010596	568, 569, 570, 574, 575, 576, 580, 581, 583, 584, 588	
		500106GT	Impeller CEF 09-1028B	33.5	0.49932157394843873	16.727272727272698	55.24999999999997	9330420010602	568, 569, 570, 574, 575, 576, 580, 581, 582, 583, 584, 587, 588	
		500107GT	Impeller CEF 09-1027B	30.8	0.49940968122786367	15.3818181818182	50.800000000000026	9330420010619	570, 574, 575, 576, 580, 582, 583, 584, 587, 588	
		500108CGT	Impeller CEF 08-0801B	43.2	0.5004208754208749	21.618181818181796	71.29999999999998	9330420010626	574, 580, 587, 588	
		500109T	Impeller CEF Mercruiser bravo 47-59362	39.8	0.49954317039744217	19.881818181818197	65.65000000000002	9330420010633	580, 588	
		500110	Impeller CEF Jabsco 7273-0001	23.1	0.4994096812278613	11.536363636363596	38.09999999999996	9330420010640	574, 588	
		500113	Impeller CEF Yanmar neoprene	21	0.5000000000000002	10.500000000000004	34.650000000000006	9330420010657	574, 587, 588	
		500114T	Impeller CEF Jabsco 179370001	34.8	0.49947753396029326	17.381818181818204	57.40000000000003	9330420010664	574, 575, 581, 584, 587, 588	
		500115T	Impeller CEF Johnson F9B3000	99.7	0.4999544086805916	49.845454545454984	164.5000000000005	9330420010671	570, 574, 575, 576, 588	
		500116GX	Impeller CEF 09-1026B	23.5	0.4990328820116042	11.727272727272698	38.74999999999997	9330420010688	570, 575, 576, 583, 584, 588	
		50012	Tape sail repair ripstop nylon 50mm x 7m green	16.5272727272727	0.4493949394939546	7.4272727272728005	26.35000000000005	9330420012446	712, 760	
		500120GT	Impeller CEF 18948-0001	54.7	0.49991690211068557	27.3454545454545	90.24999999999996	9330420010695	569, 570, 575, 580, 581, 584, 588	
		500121GX	Impeller CEF 08-0808B	22.8	0.4992025518341316	11.3818181818182	37.60000000000002	9330420010701	570, 575, 576, 583, 584, 588	
		500123X	Impeller CEF Sole oem 312.11.008	28.9	0.5004718464926091	14.463636363636404	47.700000000000045	9330420115208	582, 588	
		500124	Impeller CEF Oberdorfer/Johnson 09-0812B	36	0.5	18	59.400000000000006	9330420010718	570, 575, 576, 587, 588	
		500129	Impeller CEF Yanmar 22779-0001	26.4	0.49965564738292056	13.190909090909102	43.55000000000001	9330420010725	570, 575, 587, 588	
		500130	Impeller CEF yanmar 128170-42070	28	0.5	14	46.2	9330420084436	575, 587, 588	
		500132	Impeller CEF Johnson 09-1052S9	27	0.5	13.5	44.550000000000004	9330420010732	576, 588	
		500133G	Impeller CEF Jabsco 18777-0001	46.3	0.5000981739642635	23.1545454545454	76.39999999999995	9330420084443	575, 584, 588	
		500135T	Impeller CEF OEM No. 179350001	75.2	0.500241779497101	37.618181818181995	124.10000000000021	9330420010749	568, 569, 570, 575, 576, 580, 584, 588	
		500138	Impeller CEF Jabsco 6303-001	24.4	0.4996274217585698	12.190909090909102	40.250000000000014	9330420123814	575, 580, 588	
		50014	Tape sail repair ripstop nylon 50mm x 7m white	16.4181818181818	0.45071982281284645	7.399999999999999	26.19999999999998	9330420012453	712, 760	
		50015	Tape sail repair ripstop nylon 50mm x 7m black	16.5272727272727	0.4493949394939546	7.4272727272728005	26.35000000000005	9330420226577		
		500144	Impeller CEF Jabsco OE17240-0001 OE18789-0001	186.5	0.5001218620521556	93.27272727272702	307.7499999999998	9330420170375	570, 575, 588	
		500145GT	Impeller CEF/JOHNSON 09-0814B, JMP 8301,DJ 086-1201 JABSCO17936-0001	105.5	0.4997845756139621	52.727272727273004	174.05000000000032	9330420010756	568, 569, 570, 575, 576, 583, 584, 587, 588	
		500146X	Impeller CEF 18653-0001	39.2	0.5004638218923929	19.618181818181803	64.69999999999999	9330420141467	570, 575, 583, 588	
		500148	Impeller CEF Jabsco OE17954-0001	48.4	0.4998121712997747	24.190909090909095	79.85000000000001	9330420170382	570, 575, 588	
		500152	Impeller CEF Jabsco 17370-0001	78.1	0.49982539867303444	39.03636363636399	128.8500000000004	9330420115291	570, 575, 588	
		500153G	Impeller CEF Jabsco OE18786-0001	138	0.5	69	227.70000000000002	9330420170399	575, 588	
		500155	Impeller CEF Jabsco OE11979-0001	52	0.5	26	85.80000000000001	9330420170405	575, 588	
		500156GX	Impeller CEF 51.8 x 22 x 12.66mm pin equiv Jabsco 18673-0001	44	0.5	22	72.60000000000001	9330420136678	575, 588	
		500157	Impeller CEF Jabsco OE50461-1001	50	0.5	25	82.5	9330420170412	575, 588	
		500159	Impeller CEF Mercruiser OEM47-862232A2	56	0.5	28	92.4	9330420114270	570, 580, 588	
		500161	Impeller CEF Yanmar 119593-42200	53	0.5	26.5	87.45	9330420110906	580, 587, 588	
		500162G	Impeller CEF Yanmar Volvo Johnson	74.1	0.49981597350018897	37.036363636364	122.2500000000004	9330420110913	570, 576, 584, 587, 588	
		500163G	Impeller CEF Jabsco OE17938-0001	144.7	0.49996858704530067	72.345454545455	238.7500000000005	9330420170429	570, 575, 584, 588	
		500164GT	Impeller CEF Sherwood 17000K	82.4	0.4998896734333615	41.19090909090899	135.9499999999999	9330420110920	568, 569, 570, 575, 581, 588	
		500165G	Impeller CEF Sherwood 9000K	49	0.5	24.5	80.85000000000001	9330420110937	570, 575, 581, 584, 587, 589	
		500166G	Impeller CEF Sherwood 10077K	49	0.5	24.5	80.85000000000001	9330420110944	570, 575, 581, 584, 589	
		500167G	Impeller CEF Sherwood 15000K	61.3	0.5000741509713769	30.6545454545454	101.14999999999995	9330420110951	570, 581, 589	
		500170CG	Impeller CEF Volvo OEM 875575	45.7	0.4999005370996608	22.8454545454545	75.39999999999996	9330420115260	576, 584, 589	
		500177GT	Impeller CEF Sherwood	82.7	0.4999450368253323	41.345454545454984	136.4500000000005	9330420165098	568, 575, 584, 589	
		500178G	Impeller CEF Volvo D3 OE 3842786	67	0.5	33.5	110.55000000000001	9330420136692	584, 589	
		500179GX	Impeller CEF Sherwood 22000K	367.6	0.5000247304382235	183.80909090909097	606.5500000000002	9330420155303	581, 589	
		50018	Tape sail repair ripstop nylon 50mm x 7m red	16.5272727272727	0.4493949394939546	7.4272727272728005	26.35000000000005	9330420012507	712, 760	
		500181G	Impeller CEF Sherwood 27000K	140.3	0.5000323981079472	70.154545454545	231.49999999999955	9330420155310	569, 570, 581, 589	
		500182GX	Impeller CEF Sherwood 18000K	235.695	0.5000125354608924	117.85045454545502	388.90000000000055	9330420155327	568, 581, 589	
		500183G	Impeller CEF Sherwood 26000K	222.87	0.5000591457718938	111.44818181818198	367.7500000000002	9330420155334	581, 589	
		500186T	Impeller CEF Johnson OE-09-0820B F95B-5000 (10-13143-99)	311.98	0.4999504630250175	155.97454545454497	514.7499999999995	9330420168358	570, 576, 589	
		500188CT	Impeller CEF Fynspray WS37-7-3/4in bronze pump	57.9	0.5002355157795579	28.963636363636404	95.55000000000005	9330420170436	573, 589	
		500189GT	Impeller CEF Volvo OE21213660 OE3862567 OE21951348	42	0.5000000000000002	21.000000000000007	69.30000000000001	9330420194579	584, 589	
		500190G	Impeller CEF Sherwood OE8000K	41.1	0.49966821499668135	20.536363636363603	67.79999999999997	9330420160567	569, 570, 575, 576, 581, 589	
		500192GX	Impeller CEF Sherwood OE29000K	281.8	0.49993547970836766	140.881818181818	464.9499999999999	9330420170443	581, 587, 589	
		500193GX	Impeller CEF Sherwood 30000K	465.6	0.5000195251483912	232.80909090909097	768.2500000000001	9330420173574	581, 589	
		50020	Tape sail repair ripstop nylon 50mm x 7m yellow	16.5272727272727	0.4493949394939546	7.4272727272728005	26.35000000000005	9330420012514	712, 760	
		500201GX	Impeller CEF Jabsco 4528-0003	29.4	0.4996907854050715	14.690909090909102	48.500000000000014	9330420084450	575, 576, 589	
		500205GT	Impeller CEF Nitrile	95	0.5	47.5	156.75	9330420010763	575, 576, 589	
		500206GT	Impeller CEF Nitrile	39.6	0.5002295684113863	19.809090909090898	65.35	9330420010770	570, 575, 576, 580, 589	
		500207GT	Impeller CEF Nitrile	38.3	0.5001186802753396	19.154545454545506	63.20000000000006	9330420010787	575, 576, 589	
		500210	Impeller CEF Jabsco 7273-0003	27	0.5	13.5	44.550000000000004	9330420010794	575, 576, 589	
		500214T	Impeller CEF Jabsco 17937-0003	22.4	0.4995941558441564	11.190909090909102	36.95000000000002	9330420084498		
		500235T	Impeller CEF Nitrile	101.1	0.49986512004316525	50.536363636364	166.8000000000004	9330420137767	575, 576, 589	
		500238	Impeller CEF Jabsco OE6303-0003 Johnson OE09-824P-9	24	0.5	12	39.6	9330420175073	575, 576, 589	
		500258	Impeller CEF Jabsco OEM 17255-0003	43	0.5	21.5	70.95	9330420115307	575, 589	
		500301N	Impeller CEF Merc / Honda 3CYL 70-90HP	27	0.5	13.5	44.550000000000004	9330420010800	573, 577, 578, 580, 589	
		500302	Impeller CEF Yamaha 6/8HP 661-44352	31	0.5	15.5	51.150000000000006	9330420010817	585, 589	
		500303C	Impeller CEF OMC 396725	49.3	0.500092199889359	24.6545454545454	81.34999999999994	9330420010824		
		500303NWK	Impeller CEF 91.5 x 25.4 x 19.15mm key white wedge equiv OMC 331901	33.6	0.5002705627705624	16.809090909090898	55.449999999999996	9330420158878	571, 589	
		500305N	Impeller CEF OMC 389642 85-300HP	34	0.5	17	56.1	9330420010831	571, 589	
		500307	Impeller CEF OMC 382547 70HP	37.9	0.5003597985128339	18.963636363636404	62.55000000000005	9330420010848	571, 589	
		500308CR	Impeller CEF OEM 5001593	39.2	0.5004638218923929	19.618181818181803	64.69999999999999	9330420010855	571, 589	
		500310	Impeller CEF suit Mercury 4 -6hp replaces OE 47-65957 & 47-89981	16	0.5	8	26.400000000000002	9330420010862	578, 589	
		500311G	Impeller CEF suit Mercury 20hp replaces OE 47-65958 & 47-89982	23	0.5	11.5	37.95	9330420010879	578, 589	
		500312	Impeller CEF suit Mercury 35-70hp replaces OE 47-65959 & 47-89983T	22.6	0.5004022526146414	11.309090909090898	37.29999999999999	9330420010886	577, 578, 582, 589	
		500313G	Impeller CEF suit Mercury > 65hp replaces OE 47-65960 & 47-89984T4	32.1	0.4995751911639749	16.036363636363596	52.94999999999996	9330420010893	568, 577, 578, 580, 589	
		500314	Impeller CEF suit Mercury 3.5-9.8hp replaces OE 47-68988 & 47-89980	16	0.5	8	26.400000000000002	9330420010909	578, 589	
		500315	Impeller CEF suit Mercury 18 - 25hp replaces OE 47-85089-3/10	24	0.5	12	39.6	9330420010923	578, 589	
		500316	Impeller CEF Yamaha 6H3/697 48-60HP	24.4	0.4996274217585698	12.190909090909102	40.250000000000014	9330420083477	581, 585, 589	
		500318	Impeller CEF suit Mercury 9.9-15hp replaces OE 47-42038	29	0.5	14.5	47.85	9330420010954	578, 589	
		500320	Impeller CEF Mariner / Yamaha 9.9-15HP	25.1	0.49945671858022295	12.536363636363596	41.39999999999996	9330420010961	585, 589	
		500321	Impeller CEF Mariner / Yamaha 8-15HP	23.3	0.5001950838860688	11.654545454545403	38.449999999999946	9330420010978	577, 585, 589	
		500322	Impeller CEF Yamaha 6L5-44352 3HP	22	0.5	11	36.300000000000004	9330420010985	580, 585, 589	
		500323	Impeller CEF Yamaha 688 80-90HP 3 cylinder	31	0.5	15.5	51.150000000000006	9330420010992	585, 589	
		500325	Impeller CEF Yamaha 6EO-44352 4-5HP	18.7	0.49975692756441187	9.345454545454501	30.84999999999995	9330420011005	577, 578, 580, 585, 589	
		500326	Impeller CEF Mariner / Yamaha 25-30HP	30.4	0.4997009569377994	15.190909090909102	50.15000000000001	9330420011012	585, 589	
		500327	Impeller CEF Honda 5/7.5/8/10HP	23	0.5	11.5	37.95	9330420011036	573, 589	
		500328	Impeller CEF Honda 15HP	24	0.5	12	39.6	9330420011043	573, 589	
		500329	Impeller CEF Suzuki 17461-93902	25.4	0.49964209019327177	12.690909090909102	41.90000000000001	9330420084603	582, 589	
		500330	Impeller CEF Force 70-140HP	54	0.5	27	89.10000000000001	9330420011050	568, 590	
		500331	Impeller CEF Mercruiser 47-20183	26	0.5	13	42.900000000000006	9330420183566	578, 590	
		500332	Impeller CEF BMCA 433915	22.1	0.4993829699712034	11.036363636363596	36.44999999999996	9330420084610	571, 590	
		500334	Impeller CEF Chrysler/Force	25	0.5	12.5	41.25	9330420011067	568, 590	
		500337	Impeller CEF Honda 90/115/130HP	41	0.5	20.5	67.65	9330420011074	573, 590	
		500338	Impeller CEF Honda 35/40/50HP	31	0.5	15.5	51.150000000000006	9330420011081	573, 590	
		500339T	Impeller CEF Honda 20/25/30HP	31.2	0.50058275058275	15.6181818181818	51.499999999999986	9330420011098	573, 590	
		500342	Impeller CEF Force 35-55HP	33.1	0.49958802526778234	16.536363636363596	54.59999999999996	9330420011104	568, 590	
		500343	Impeller CEF Honda 8/919/15HP 19210Z4-651	27.3	0.5001665001664982	13.654545454545403	45.04999999999995	9330420011111	573, 590	
		500344	Impeller CEF Tohatsu OEM 3B2650211 8HP	25	0.5	12.5	41.25	9330420011128	583, 590	
		500345	Impeller CEF OMC 389589 40-50HP	24	0.5	12	39.6	9330420011135	571, 590	
		500346C	Impeller CEF OMC 86-88 396809 45-55HP	33.7	0.49986512004316	16.845454545454494	55.59999999999995	9330420011142	571, 590	
		500347	Impeller CEF Honda Powerthrust 2000 8-10HP	28	0.5	14	46.2	9330420011159	573, 590	
		500348	Impeller CEF Honda 2000 8-10HP	29.2	0.500622665006226	14.6181818181818	48.19999999999998	9330420011166	573, 590	
		500350	Impeller CEF Evinrude / Johnson 434424/277181	20	0.49999999999999983	9.999999999999996	33	9330420028775	571, 590	
		500351	Impeller CEF BMCA 375638	21	0.5000000000000002	10.500000000000004	34.650000000000006	9330420084665	571, 590	
		500352	Impeller CEF Yamaha 6F5-44352 40HP	27	0.5	13.5	44.550000000000004	9330420011173	571, 585, 590	
		500354G	Impeller CEF OMC 389576 4/5/6/7/8HP	26.1	0.499477533960291	13.036363636363596	43.04999999999996	9330420011180	571, 590	
		500355	Impeller CEF OMC 386084 9.9-15HP	17.1	0.4992025518341286	8.5363636363636	28.199999999999964	9330420011197	571, 590	
		500357G	Impeller CEF BMCA 388702	15.7	0.4997104806021976	7.845454545454501	25.899999999999952	9330420084696		
		500358	Impeller CEF OMC OEM 387361	23	0.5	11.5	37.95	9330420011203	571, 590	
		500360	Impeller CEF Suzuki 95300-95501	30.1	0.4995469646632424	15.036363636363596	49.64999999999996	9330420011210	582, 590	
		500361	Impeller CEF Suzuki 95310	36.7	0.499876145652711	18.345454545454494	60.549999999999955	9330420011227	582, 590	
		500362G	Impeller CEF Suzuki 96310	34	0.5	17	56.1	9330420011234	571, 582, 590	
		500363	Impeller CEF Yamaha 1999+ 15HP	26	0.5	13	42.900000000000006	9330420011241	580, 581, 585, 590	
		500364	Impeller CEF Yamaha 1999+ 80-100HP	42.9	0.5003178639542285	21.463636363636404	70.80000000000005	9330420011258	581, 585, 590	
		500365	Impeller CEF Suzuki 17461-87E00 & 01	40	0.49999999999999983	19.999999999999993	66	9330420084702	582, 590	
		500367N	Impeller CEF Suzuki 17461-94511	30.1	0.4995469646632424	15.036363636363596	49.64999999999996	9330420123821	582, 590	
		500368	Impeller CEF Yamaha 68T-44352-00-00	31	0.5	15.5	51.150000000000006	9330420084726	581, 585, 590	
		500370C	Impeller CEF OMG 395289 25-35HP	25	0.5	12.5	41.25	9330420011265	571, 590	
		500371	Impeller CEF Yamaha 6E5V4V6	37	0.5	18.5	61.050000000000004	9330420011272	581, 585, 590	
		500372C	Impeller CEF OMC OEM 432941 40/48HP	35.2	0.5005165289256192	17.618181818181796	58.09999999999998	9330420011289	571, 590	
		500373C	Impeller CEF BMAC437059 suits 438592 kit	37.9	0.5003597985128339	18.963636363636404	62.55000000000005	9330420084733	571, 590	
		500377	Impeller CEF Merc / Mariner 4/5/6 4 stroke	18	0.5	9	29.700000000000003	9330420011296	577, 578, 583, 590	
		500378	Impeller CEF Mariner 47-19453T	32.2	0.5005646527385651	16.118181818181796	53.149999999999984	9330420111088	577, 578, 590	
		500379	Impeller CEF Tohatsu 3C8-65021-2	18	0.5101010101010112	9.181818181818201	29.900000000000023	9330420115314	583, 590	
		500380	Impeller CEF Volvo 3555413-8	15.6	0.50058275058275	7.8090909090909	25.749999999999993	9330420084740		
		500382	Impeller CEF Tohatsu OEM 345-65021-0	25	0.5	12.5	41.25	9330420123838	583, 590	
		500383	Impeller CEF Tohatsu 334-65021-0	18	0.5101010101010112	9.181818181818201	29.900000000000023	9330420123845	583, 590	
		500384	Impeller CEF Yamaha 6L244352 20-25HP	34	0.5	17	56.1	9330420011302	585, 590	
		500385G	Impeller CEF Yamaha 6H444352 30-50HP	40.2	0.5004522840343728	20.11818181818179	66.34999999999998	9330420011319	580, 581, 585, 590	
		500388	Impeller CEF Tohatsu	52	0.5	26	85.80000000000001	9330420111095	583, 590	
		500389N	Impeller CEF Yamaha 6AW-44352-00 (F300-F350HP)	36	0.5	18	59.400000000000006	9330420167054	585, 590	
		500390	Impeller CEF Force 47-80360T	31	0.5	15.5	51.150000000000006	9330420092608	568, 590	
		500391	Impeller CEF Honda IMP OE 19210-ZY3-003	49	0.5	24.5	80.85000000000001	9330420092615	573, 590	
		500392	Impeller CEF Mercruiser 47-F40065-2	30.4	0.4997009569377994	15.190909090909102	50.15000000000001	9330420183818	568, 590	
		500393	Impeller CEF Suzuki OEM 93J00	48	0.5	24	79.2	9330420115277	582, 590	
		500394	Impeller CEF OMC 986465	21	0.5000000000000002	10.500000000000004	34.650000000000006	9330420115284	571, 590	
		500396	Impeller CEF Tohatsu OE30-65021-1 + Merc OE47-95289/2 + OMC OE114812	20	0.49999999999999983	9.999999999999996	33	9330420169928	571, 578, 583, 590	
		500400N	Impeller CEF OMC OE3854072	74.7	0.49993915054156624	37.345454545455	123.25000000000051	9330420199123	568, 590, 591	
		500500K	Bellows CEF Volvo AQ200-275	65.0090909090909	0.49979023912739495	32.4909090909091	107.25000000000001	9330420011326	592	
		500505	Bellows CEF Volvo OEM 875849-4	91.5181818181818	0.4999503327704353	45.754545454545195	150.99999999999972	9330420115246	592	
		500505FL	Bellows CEF Volvo AQ200-275	188.318181818182	0.5001206854936021	94.18181818181799	310.75	9330420011333	592	
		500507K	Bellows CEF Mercruiser 32-44348T	48	0.5	24	79.2	9330420011340	591	
		500508K	Bellows CEF Mercruiser 32-14358T	53.9	0.5002529937594881	26.963636363636404	88.95000000000005	9330420011357	591	
		500509K	Bellows CEF Mercruiser 86840A3	90.1	0.49984865301180914	45.036363636364	148.6500000000004	9330420011364	591	
		500510K	Bellows CEF Volvo AQ200-AQ280	79.5272727272727	0.4997713763145832	39.745454545454294	131.1999999999997	9330420011371	592	
		500511K	Bellows CEF Mercruiser 32-9049T	36.3	0.5001252191334823	18.154545454545406	59.89999999999995	9330420011388	591	
		500512K	Bellows CEF Mercruiser 32-9049T 186	39	0.6083916083916077	23.727272727272698	68.99999999999997	9330420011395		
		500513K	Bellows CEF Mercruiser shift cab 74639	15	0.6060606060606067	9.0909090909091	26.500000000000014	9330420011401	591	
		500514K	Bellows CEF OMC 987467	59.1	0.4997692662667275	29.536363636363596	97.49999999999997	9330420011418	591, 592	
		500515K	Bellows CEF Mercruiser 816431A1	95.4	0.4999047074518763	47.690909090909	157.39999999999992	9330420011425	591	
		500516K	Bellows CEF Mercruiser 60932A4	78.9	0.5001728309713054	39.463636363636	130.19999999999962	9330420011432	591	
		500520K	Bellows CEF Mercruiser 78458A1	39.5	0.500575373993096	19.772727272727295	65.20000000000003	9330420011449	591	
		500522K	Bellows CEF Mercruiser 36223A2	84.2	0.5002159360829216	42.118181818181995	138.95000000000022	9330420011456	591	
		500523	Bellows CEF Mercruiser 70981A3	40.1	0.4996599410564488	20.036363636363596	66.14999999999996	9330420011463	591	
		500524	Bellows CEF Mercruiser 53114A1	46	0.5	23	75.9	9330420011470	591	
		500528K	Bellows CEF Volvo-Penta OE3850426	62.5	0.5003636363636367	31.272727272727295	103.15000000000003	9330420199581	592	
		500530	Bellows CEF Volvo OE858955	39.6	0.5002295684113863	19.809090909090898	65.35	9330420148060	592	
		500531	Bellows CEF Volvo OE860396	45.1	0.4996976416045143	22.536363636363596	74.39999999999996	9330420148077	592	
		500532	Bellows CEF suit Mercruiser equiv OE 32-807458T	68.8636363636364	0.4996699669966948	34.409090909090594	113.59999999999971	9330420136685	591	
		500533K	Bellows CEF Volvo-Penta OE3860384 OE3858139	96.2	0.5001890001890021	48.11818181818201	158.75000000000023	9330420013887	592	
		500534	Bellows CEF Volvo OE3852696	54	0.5	27	89.10000000000001	9330420189841	592	
		500535K	Bellows CEF Steering Cable	16.4	0.4994456762749453	8.190909090909102	27.05000000000001	9330420169621	555, 591, 615	
